project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Ordos-Anping-Cangzhou Gas Pipeline,,gas_pipeline,,"Hebei Construction & Investment Group Co., Ltd. [50.00%]; National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [50.00%]",China,operating,2018,30,,bcm/y,line,nan,nan,"39.051613,109.947011:38.376019,111.294155:38.354969,111.653371:38.19832,114.343815:38.277149,115.406109:38.2073,117.019294:38.974963,117.734577;38.277149,115.406109:35.63242,115.251727;38.277149,115.406109:38.76333,115.609888;40.469967,108.916892:39.051613,109.947011;39.960332,111.265492:39.051613,109.947011;38.363773,106.655208:39.051613,109.947011",https://www.gem.wiki/Ordos-Anping-Cangzhou_Gas_Pipeline,operating
Oumi Gas Pipeline,,gas_pipeline,,INPEX [100.00%],Japan,operating,1960,,,,line,nan,nan,"37.148314,138.23593:37.036586,137.86165",https://www.gem.wiki/Oumi_Gas_Pipeline,operating
PLL-DGEN-Sugen Gas Pipeline,,gas_pipeline,,Torrent Energy [unknown %],India,construction,2022,6.5,,MMSCMD,line,nan,nan,"21.679637,72.538362:21.341838,72.98889",https://www.gem.wiki/PLL-DGEN-Sugen_Gas_Pipeline,construction_plus
PM3 CAA – Ca Mau Gas Pipeline System,,gas_pipeline,,PetroVietnam [unknown %],Vietnam,operating,2007,2,,bcm/y,line,nan,nan,"9.236883,105.0627469:9.2368,103.984:7.001,103.783754",https://www.gem.wiki/PM3_CAA_%E2%80%93_Ca_Mau_Gas_Pipeline_System,operating
Pailin Field-Erawan Field Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,1999,200,,MMcf/d,line,nan,nan,"9.256636,101.073394:9.944247,101.272586",https://www.gem.wiki/Pailin_Field-Erawan_Field_Gas_Pipeline,operating
Pakistan Stream Gas Pipeline,,gas_pipeline,,Government of Pakistan [unknown %]; Government of Russia [unknown %],Pakistan,proposed,2023,12.4,,bcm/y,line,nan,nan,"24.843097,66.997317:24.946354,67.534252:25.593429,67.947278:25.648499,68.071186:25.676034,68.339654:26.577809,68.449794:26.79809,68.656307:27.438281,68.773332:28.002751,69.145056:28.519034,69.93669:28.966317,70.571249:29.516572,71.019605:30.066827,72.008026:30.688411,73.322523:31.340565,74.015436:31.625882,74.372083",https://www.gem.wiki/Pakistan_Stream_Gas_Pipeline,proposed_plus
Payra-Barishal Gas Transmission Pipeline,,gas_pipeline,,Petrobangla [100.00%],Bangladesh,proposed,2025,,,,line,nan,nan,"21.98967843039942,90.27790896284154:22.727354047098284,90.32770578823788",https://www.gem.wiki/Payra-Barishal_Gas_Transmission_Pipeline,proposed_plus
Peninsular Gas Utilization Pipeline,,gas_pipeline,,Petronas [100.00%],Malaysia,operating,1993,5.2,,bcm/y,line,nan,nan,"4.7438597,103.3921774:4.5084227,103.4264664:2.5079049,102.8203814:1.4791259,103.8956294:1.4324489,103.9621904;1.4791259,103.8956294:1.4128849,104.0921814;2.5079049,102.8203814:2.5822038,101.8179794:3.0211308,101.4251754:3.7330997,100.9565534:4.2658103,100.5845104:5.3441437,100.4186424:5.8183786,100.4603684",https://www.gem.wiki/Peninsular_Gas_Utilization_Project,operating
Persian Gas Pipeline,,gas_pipeline,,Iran Ministry of Petroleum [100.00%],"Iran, Türkiye, Greece, Italy, Switzerland, Austria, Germany, France, Spain",cancelled,,40,,bcm/y,line,nan,nan,"27.4730154,52.5921744:39.3906982,44.3716275:41.3715122,27.1488015:41.0243171,23.0728305:39.4985911,20.2932465:41.8315641,12.4489655:44.9597971,8.7245575:46.9454352,8.2081575:47.4530251,14.3384855:50.1301282,8.7464015;44.9597971,8.7245575:46.1739351,2.9514455:39.5144232,-4.4973275",https://www.gem.wiki/Persian_Gas_Pipeline,cancelled
Phool Nagar-Dawood Hercules Gas Loopline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"31.027425193890597,73.55770170009598:31.495983864705604,73.88017482679624",https://www.gem.wiki/Phool_Nagar-Dawood_Hercules_Gas_Loopline,operating
Phool Nagar-Dawood Hercules Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"31.227425193890596,73.85770170009597:31.695983864705603,74.08017482679624",https://www.gem.wiki/Phool_Nagar-Dawood_Hercules_Gas_Pipeline,operating
Pinghu-Shanghai Offshore Gas Pipeline,,gas_pipeline,,Shenergy Company Limited [40.00%]; China Petroleum & Chemical Corporation [30.00%]; 中国海洋石油有限公司 [30.00%],China,operating,1999,1.09,,bcm/y,line,nan,nan,"30.996338,121.871103:28.119337,126.309621",https://www.gem.wiki/Pinghu-Shanghai_Offshore_Gas_Pipeline,operating
Pir Koh- Sui Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"29.146568677767483,69.09959701602165:28.716288922184603,68.813952486439",https://www.gem.wiki/Pir_Koh-_Sui_Gas_Pipeline,operating
Plathong Field Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,1984,250,,MMcf/d,line,nan,nan,"7.744482,103.265126:8.297928,102.796826",https://www.gem.wiki/Plathong_Field_Gas_Pipeline,operating
Point B-Pupuk Iskandar Muda Gas Pipeline,,gas_pipeline,,Pertamina [100.00%],Indonesia,operating,1998,150,,MMcf/d,line,nan,nan,"1.259833,101.213011:1.679091,101.464684",https://www.gem.wiki/Point_B-Pupuk_Iskandar_Muda_Gas_Pipeline,operating
Porong-Grati Gas Pipeline,,gas_pipeline,,Perusahaan Gas Negara [100.00%],Indonesia,operating,2017,100,,MMcf/d,line,nan,nan,"-7.5287,112.691572:-7.740007,113.009143",https://www.gem.wiki/Porong-Grati_Gas_Pipeline,operating
Power of Siberia 2 Gas Pipeline,,gas_pipeline,,Gazprom [100.00%],"Russia, Mongolia, China",proposed,2030,80,,bcm/y,line,nan,nan,"43.10725396288219,114.06086950314446:47.89264032797127,106.94172881293424:51.664254418409264,103.73372097104938:55.52727371847701,96.80134796472963:55.84930419255519,92.75837917769665:57.82007833446189,88.05623069712571:70.19918195884564,68.06111350197764:70.49,68.078",https://www.gem.wiki/Power_of_Siberia_2_Gas_Pipeline,proposed_plus
Prokopyevsky-Toutunhe Pipeline,,gas_pipeline,,Unknown [unknown %],"Russia, China",cancelled,,,,,line,nan,nan,"53.79742175,86.94444686:44.01739435,87.40949857",https://www.gem.wiki/Prokopyevsky_%E2%80%93_Toutunhe_Pipeline,cancelled
Pusri-Muntok Gas Pipeline,,gas_pipeline,,Pertamina [100.00%],Indonesia,shelved,2020,160,,MMcf/d,line,nan,nan,"-2.972611,104.809727:-2.060456,105.164912",https://www.gem.wiki/Pusri-Muntok_Gas_Pipeline,shelved
Puyang–Cangzhou Gas Pipeline,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,operating,1986,1.62,,bcm/y,line,nan,nan,"35.732924,115.23477:38.319473,117.002744",https://www.gem.wiki/Puyang%E2%80%93Cangzhou_Gas_Pipeline,operating
Qadirpur Gas Loopline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.33627363306416,70.37144908289882:28.721727946575484,71.2111524367852",https://www.gem.wiki/Qadirpur_Gas_Loopline,operating
Qadirpur Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.063627363306416,69.37144908289882:28.421727946575484,69.9111524367852",https://www.gem.wiki/Qadirpur_Gas_Pipeline,operating
Qadirpur Gas Pipeline (LNG Phase II),,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.03627363306416,70.07144908289882:28.521727946575485,71.0111524367852",https://www.gem.wiki/Qadirpur_Gas_Pipeline_(LNG_Phase_II),operating
Qingdao-Nanjing Gas Pipeline,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,operating,2020,7.2,,bcm/y,line,nan,nan,"35.58415,119.760056:35.699264,119.752847:35.092104,119.259188:34.309948,118.96095:33.534039,119.210369:33.246002,119.374198:32.906271,119.513596:32.729708,119.486918:32.648764,119.309361:32.257451,119.087956",https://www.gem.wiki/Qingdao-Nanjing_Pipeline,operating
Qinghai Gas Pipeline Network,Budongquan-Yushu Gas Pipeline,gas_pipeline,,Unknown [unknown %],China,proposed,,,,,line,nan,nan,"35.519982,93.911554:33.0119,96.958822",https://www.gem.wiki/Budongquan%E2%80%93Yushu_Gas_Pipeline,proposed_plus
Quetta Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,90,,MMcf/d,line,nan,nan,"28.29703391257988,68.44252617038465:30.19490191024879,66.9868378106759",https://www.gem.wiki/Quetta_Gas_Pipeline,operating
RA6-Ratchaburi Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,construction,2022,,,,line,nan,nan,"13.9645648,100.325578:13.9643079,100.277685:13.9896854,100.241349:13.9957413,100.20732:13.9925692,100.19492:13.9911273,100.180789:13.9885318,100.169831:13.9842061,100.151663:13.9957413,100.128016:13.9925692,100.117346:14.006123,100.078126:14.0087184,100.062553:13.9957413,100.044674:13.9821875,100.044674:13.9723826,100.025064:13.9723826,100.018431:13.9744012,100.012664:13.9741128,100.006031:13.9769966,99.999687:13.9775734,99.992189:13.9797511,99.985356:13.975184,99.976391:13.9734925,99.968102:13.9711243,99.959476:13.9718009,99.948312:13.9743382,99.939685:13.9745074,99.93461:13.9734925,99.922939:13.9709552,99.912113:13.9704477,99.902809:13.9670647,99.893337:13.963005,99.88471:13.9618209,99.880312:13.9560697,99.870332:13.9494727,99.865427:13.9347564,99.853924:13.9357713,99.843268:13.9366171,99.839208:13.9347564,99.835825:13.9318808,99.832611:13.9168262,99.833118:13.9071845,99.831765:13.9046472,99.829566:13.9021099,99.829397:13.8997417,99.829735:13.8961895,99.825337:13.892299,99.822631:13.8904383,99.822293:13.8875627,99.814681:13.8858712,99.808591:13.8762295,99.800133:13.8605165,99.784975:13.8437872,99.766211:13.7967644,99.764855:13.7888519,99.766889:13.7811655,99.770054:13.7780005,99.768472:13.7728008,99.76395:13.7698619,99.762142:13.7587844,99.761238:13.7592366,99.739083:13.7592366,99.729362:13.7617234,99.718736:13.763758,99.709919:13.7633059,99.70472:13.7639841,99.700877:13.7603911,99.689831:13.7619183,99.681737:13.7625292,99.671046:13.7668054,99.662647:13.7691012,99.653114:13.7709098,99.642262:13.7706837,99.630054:13.7702316,99.623498:13.7695534,99.61762:13.7663884,99.614681:13.7641277,99.613551:13.7659362,99.600439:13.7527519,99.602201:13.6882195,99.603205:13.684202,99.603707:13.6864619,99.593161:13.6874662,99.590148:13.6892239,99.582364:13.6887217,99.576338:13.6831976,99.575082:13.6744091,99.57458:13.671647,99.57458:13.6688849,99.566294:13.6671273,99.559263:13.6726494,99.543766:13.6684782,99.540464:13.6650022,99.531252:13.6639863,99.529112",https://www.gem.wiki/RA6-Ratchaburi_Gas_Pipeline,construction_plus
RA6-South Bangkok Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,2007,,,,line,nan,nan,"13.52852985383738,99.81827677806928:13.624643874503935,100.56122718890424",https://www.gem.wiki/RA6-South_Bangkok_Gas_Pipeline,operating
Rajasthan Gas Pipeline (Focus),,gas_pipeline,,GAIL (India) Limited [100.00%],India,operating,2010,0.37,,bcm/y,line,nan,nan,"27.016676,69.661061:27.38168,70.50701",https://www.gem.wiki/Rajasthan_Gas_Pipeline_(Focus),operating
Rashidpur-Habigonj Gas Pipeline,,gas_pipeline,,Petrobangla [100.00%],Bangladesh,operating,2005,500,,MMcf/d,line,nan,nan,"24.628283,91.774313:24.378616,91.414122",https://www.gem.wiki/Rashidpur-Habigonj_Gas_Pipeline,operating
Ratchaburi-Wang Noi Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,2000,800,,MMcf/d,line,nan,nan,"13.577567,99.582475:14.238949,100.727235",https://www.gem.wiki/Ratchaburi-Wang_Noi_Gas_Pipeline,operating
Rawat-Murree Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"33.492061343202295,73.19588434157995:33.91086877536279,73.39093885364399",https://www.gem.wiki/Rawat-Murree_Gas_Pipeline,operating
Rayong-Bang Pakong 1 Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,1981,540,,MMcf/d,line,nan,nan,"12.702678,101.271891:13.71882,101.092535",https://www.gem.wiki/Rayong-Bang_Pakong_1_Gas_Pipeline,operating
Rayong-Bang Pakong 2 Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,1996,660,,MMcf/d,line,nan,nan,"12.702678,101.271891:13.71882,101.092535",https://www.gem.wiki/Rayong-Bang_Pakong_2_Gas_Pipeline,operating
Rayong-Bang Pakong 3 Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,2006,350,,MMcf/d,line,nan,nan,"12.702678,101.271891:13.71882,101.092535",https://www.gem.wiki/Rayong-Bang_Pakong_3_Gas_Pipeline,operating
Rayong-Kaeng Khoi Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,2015,,,,line,nan,nan,"12.69497801229334,101.14564620852366:14.2408972133296,100.77833967426884:14.605858209025051,100.99483921070862",https://www.gem.wiki/Rayong-Kaeng_Khoi_Gas_Pipeline,operating
Ruby Field Gas Pipeline,,gas_pipeline,,Pearl Oil & Gas [70.00%]; INPEX [15.00%]; TotalEnergies SE [15.00%],Indonesia,operating,2013,100,,MMcf/d,line,nan,nan,"-3.504832,117.522093:-2.37873,116.552734",https://www.gem.wiki/Ruby_Field_Gas_Pipeline,operating
Ryomo Gas Pipeline,,gas_pipeline,,Tokyo Gas [100.00%],Japan,operating,2004,,,,line,nan,nan,"36.22935,139.185925:36.307376,139.340211:36.246825,139.533427:36.311037,139.567961",https://www.gem.wiki/Ryomo_Gas_Pipeline,operating
SV1-QV1 Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"27.073379068593265,68.93643510918761:28.063461410521448,69.36920087180548",https://www.gem.wiki/SV1-QV1_Gas_Pipeline,operating
Sabah-Sarawak Gas Pipeline (SSGP),,gas_pipeline,,Petronas [100.00%],Malaysia,operating,2014,7.7,,bcm/y,line,nan,nan,"5.6166983,115.8915911:5.5319451,115.8864276:5.4484354,115.8656789:5.2787191,115.8082463:5.2161241,115.7901777:5.1522384,115.7766262:5.1277167,115.7688825:5.074156,115.7443607:5.0160782,115.7224202:4.9212177,115.7082234:4.8902428,115.6953172:4.857354,115.6727872:4.7027743,115.5960699:4.6352172,115.5651539:4.4726223,115.535383:4.3352181,115.4884366:4.2447603,115.4059941:4.1863636,115.2674448:4.1451423,115.1174453:4.1036248,115.0220029:4.0305106,114.8767494:3.9622707,114.7870626:3.9176833,114.660135:3.8094342,114.4290086:3.7319044,114.2666349:3.6543747,114.1115754:3.5856219,113.9930866:3.5461256,113.871672:3.4658859,113.6485032:3.4238046,113.4871916:3.3937465,113.3559381:3.3757117,113.279791:3.370702,113.2196749:3.3676962,113.1695781",https://www.gem.wiki/Sabah%E2%80%93Sarawak_Gas_Pipeline,operating
Sahiwal-Akhtar Abad Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"30.673644279378788,73.10659271390867:30.926079097032925,73.68612151635197",https://www.gem.wiki/Sahiwal-Akhtar_Abad_Gas_Pipeline,operating
Sahiwal-Lahore Gas Pipeline I,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"30.67364427937876,73.1148324612064:31.52499126546926,74.361780663509",https://www.gem.wiki/Sahiwal-Lahore_Gas_Pipeline_I,operating
Sahiwal-Lahore Gas Pipeline-II,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"30.47364427937876,72.9148324612064:31.32499126546926,74.161780663509",https://www.gem.wiki/Sahiwal-Lahore_Gas_Pipeline-II,operating
Sai Noi-South Bangkok Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,2006,470,,MMcf/d,line,nan,nan,"14.018492,100.309297:13.732396,100.509475",https://www.gem.wiki/Sai_Noi-South_Bangkok_Gas_Pipeline,operating
Saikyo line,,gas_pipeline,,Saibu Gas [unknown %],Japan,operating,1981,,,,line,nan,nan,"33.582452,130.386645:33.615124,130.408189",https://www.gem.wiki/Saikyo_line,operating
Saito Gas Pipeline,,gas_pipeline,,Tokyo Gas [100.00%],Japan,operating,2015,,,,line,nan,nan,"35.839161,139.802252:36.181221,139.77877",https://www.gem.wiki/Saito_Gas_Pipeline,operating
Sakhakot-Swat Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"34.45850995768748,71.90484046142569:34.80879263440494,72.3525332965814",https://www.gem.wiki/Sakhakot-Swat_Gas_Pipeline,operating
Sakhalin-Hokkaido Gas Pipeline,,gas_pipeline,,Gazprom [unknown %]; Japanese Pipeline Development Organization [unknown %],"Russia, Japan",cancelled,,25,,bcm/y,line,nan,nan,"46.624,142.892:45.853,141.978:45.466,141.952:45.358,141.614:44.326,141.879:43.584,141.451:43.219,141.414:42.612,140.333:41.952,140.409:40.812,141.401:39.835,142.004:39.039,141.853:38.559,141.301:38.143,140.719:37.009,140.842:36.439,140.543:35.751,140.108",https://www.gem.wiki/Sakhalin-Hokkaido_Gas_Pipeline,cancelled
Salman–Siri Gas Pipeline,,gas_pipeline,,Iran Ministry of Petroleum [100.00%],Iran,operating,2013,,,,line,nan,nan,"26.800085,53.36684:25.9143,54.5273",https://www.gem.wiki/Salman%E2%80%93Siri_Gas_Pipeline,operating
Sangu Gas Transmission Pipeline,,gas_pipeline,,Santos Limited [100.00%],Bangladesh,retired,1996,180,,MMcf/d,line,nan,nan,"22.026241,91.5553:22.355769,91.784511",https://www.gem.wiki/Sangu_Gas_Transmission_Pipeline,retired
Sarakhs-Sari Pipeline,,gas_pipeline,,Unknown [unknown %],Iran,operating,,12,,bcm/y,line,nan,nan,"36.35568978311614,61.1814775473952:36.01306334109593,60.57825665285748:36.08916103648654,59.29635812588341:37.54216632341827,57.08390364370747:37.40323513280816,55.61312484328509:36.46197316236614,53.58416123113464:36.54850686793727,53.04997739643898",https://www.gem.wiki/Sarakhs-Sari_Pipeline,operating
Sawan- Qadirpur Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,operating,,,,,line,nan,nan,"27.019128779629433,68.86445600936854:28.05975163882603,69.37260494823494",https://www.gem.wiki/Sawan-_Qadirpur_Gas_Pipeline,operating
Sawan–Lahore Gas Pipeline,,gas_pipeline,,Government of Pakistan [100.00%],Pakistan,construction,2018,1200,,MMcf/d,line,nan,nan,"27.2598948,69.152198:27.9674025,69.366772:28.4307406,69.958138:28.5800265,70.267305:29.0296067,70.85804:29.2877348,71.120619:30.1600297,71.31644:30.3165519,71.585785:30.289849,72.133195:30.3210024,72.302313:30.4500665,72.493684:30.445616,72.747362:30.7883033,73.357078:31.1866288,74.319952:31.3219977,74.396661:31.4799281,74.405686",https://www.gem.wiki/Sawan%E2%80%93Lahore_Gas_Pipeline,construction_plus
Sebei-Xining-Lanzhou Gas Pipeline,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,operating,2001,2,,bcm/y,line,nan,nan,"37.350374,94.165981:37.450395,95.497236:37.314571,97.355222:36.910872,98.470852:36.68665,99.455664:36.398028,100.973197:36.420921,101.59062:36.457201,101.67866:36.45405,101.790715:36.050053,102.809053:36.105148,103.583904",https://www.gem.wiki/Sebei-Xining-Lanzhou_Gas_Pipeline,operating
Sebei-Xining-Lanzhou Parallel Gas Pipeline,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,operating,2016,3.3,,bcm/y,line,nan,nan,"37.348229,94.163561:37.314571,97.355222:36.98391,98.25078:36.398028,100.973197:36.420921,101.59062:36.45405,101.790715:36.050053,102.809053:36.105148,103.583904",https://www.gem.wiki/Sebei-Xining-Lanzhou_parallel_Gas_Pipeline,operating
Second Joso Gas Pipeline,,gas_pipeline,,Tokyo Gas [100.00%],Japan,operating,2003,,,,line,nan,nan,"35.974391,140.13282:35.823438,140.116619",https://www.gem.wiki/Second_Joso_Gas_Pipeline,operating
Second Suruga Trunk Pipeline,,gas_pipeline,,Shizuoka Gas [100.00%],Japan,operating,2004,,,,line,nan,nan,"34.68247,138.16004:35.162105,138.677055",https://www.gem.wiki/Second_Suruga_Trunk_Pipeline,operating
Semutang-Chittagong Gas Pipeline,,gas_pipeline,,Petrobangla [100.00%],Bangladesh,operating,2011,70,,MMcf/d,line,nan,nan,"22.838253,91.762224:22.34614,91.82126",https://www.gem.wiki/Semutang-Chittagong_Gas_Pipeline,operating
Shaan-Jing Gas Pipeline 1,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,1997,4,,bcm/y,line,nan,nan,"37.655418,108.926356:37.938904,109.099817:38.276825,109.543413:39.041133,110.280659:39.291712,110.743159:39.255294,112.31287:39.545606,113.183034:39.669871,113.64145:39.437046,114.228709:39.477376,115.973736:39.884447,116.213974",https://www.gem.wiki/Shaan-Jing_Pipeline,operating
Shaan-Jing Gas Pipeline 2,Yongqing-Tangshan-Qinhuangdao Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2009,9,,bcm/y,line,nan,nan,"39.297164,116.51979:39.473163,116.926286:39.755959,118.104915:40.026728,119.517938",https://www.gem.wiki/Yongqing-Tangshan-Qinhuangdao_Pipeline,operating
Shaan-Jing Gas Pipeline 2,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2005,12,,bcm/y,line,nan,nan,"37.655418,108.926356:37.938904,109.099817:38.276825,109.543413:38.449707,111.103015:38.371467,111.934499:38.021922,112.643086:38.066377,113.399957:38.436492,115.310102:39.097792,116.374129:39.298515,116.521899:39.641752,116.673414:39.795992,116.810907",https://www.gem.wiki/Shaan-Jing_Gas_Pipeline_2,operating
Shaan-Jing Gas Pipeline 3,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2010,15,,bcm/y,line,nan,nan,"38.276825,109.543413:38.161303,111.093916:38.299458,111.688265:38.371467,111.934499:38.021922,112.643086:38.066377,113.399957:38.436492,115.310102:39.097792,116.374129:39.298515,116.521899:39.477376,115.973736:40.174674,116.24763",https://www.gem.wiki/Shaan-Jing_Gas_Pipeline_3,operating
Shaan-Jing Gas Pipeline 4,Baodi-Xianghe-Xiji Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2016,17,,bcm/y,line,nan,nan,"39.581151,117.283852:39.807754,117.073281:39.795992,116.810907",https://www.gem.wiki/Baodi-Xianghe-Xiji_gas_pipeline,operating
Shaan-Jing Gas Pipeline 4,Miyun-Mafang-Xianghe Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2019,17,,bcm/y,line,nan,nan,"40.233411,116.523928:40.089986,117.070131:39.807754,117.073281",https://www.gem.wiki/Miyun-Mafang-Xianghe_gas_pipeline,operating
Shaan-Jing Gas Pipeline 4,,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2017,25,,bcm/y,line,nan,nan,"37.655418,108.926356:37.875172,108.851865:39.635508,109.412275:40.204938,111.353632:40.769412,113.166566:40.812381,113.757843:40.62296,114.900897:40.233411,116.523928:40.174674,116.24763",https://www.gem.wiki/Shaan-Jing_Gas_Pipeline_4,operating
Shaanxi Gas Pipeline Network,Baoji-Hanzhong gas pipeline,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,2010,0.34,,bcm/y,line,nan,nan,"34.338659,107.203691:33.075399,107.099243",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
Shaanxi Gas Pipeline Network,Guanzhong Loop Gas pipeline,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,2014,11.1,,bcm/y,line,nan,nan,"34.5603981,109.3990021:34.5280991,108.8519974:34.5382004,108.7070007:34.4916992,108.5009995:34.5542984,108.4570007:34.4996986,108.4100037:34.5280991,108.2480011:34.4734993,108.1399994:34.4714012,108.0250015:34.3965988,107.8600006:34.2811012,107.7720032:34.2262993,107.8359985:34.1694984,108.0049973:34.1431007,108.223999:34.1268005,108.4049988:34.1125984,108.5889969:34.1450996,108.8619995:34.1166992,108.9820023:34.1553001,109.2890015:34.2384987,109.4280014:34.2993011,109.4499969:34.4147987,109.4459991:34.4572983,109.4089966:34.5217018,109.4140015:34.5592003,109.3990021",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
Shaanxi Gas Pipeline Network,Hanzhong-Ankang gas pipeline,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,2011,0.6,,bcm/y,line,nan,nan,"33.075399,107.099243:33.123836,107.339783:33.010112,107.773428:33.01613,108.265515:32.866386,108.504141:32.704079,108.996494",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
Shaanxi Gas Pipeline Network,Jingbian-Xi'an Gas Pipeline 1,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,1997,1,,bcm/y,line,nan,nan,"37.655418,108.926356:37.067896,109.110813:36.852568,109.321082:36.59218,109.479665:36.290399,109.347403:35.996353,109.380463:34.918973,108.988251:34.552661,108.970607:34.363742,108.696568",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
Shaanxi Gas Pipeline Network,Jingbian-Xi'an Gas Pipeline 2,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,2003,3,,bcm/y,line,nan,nan,"37.655418,108.926356:37.067896,109.110813:36.852568,109.321082:36.59218,109.479665:36.290399,109.347403:35.996353,109.380463:34.918973,108.988251:34.552661,108.970607:34.363742,108.696568",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
Shaanxi Gas Pipeline Network,Jingbian-Xi'an Gas Pipeline 3,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,2012,9,,bcm/y,line,nan,nan,"37.655418,108.926356:37.067896,109.110813:36.852568,109.321082:36.59218,109.479665:36.290399,109.347403:35.996353,109.380463:34.918973,108.988251:34.552661,108.970607:34.363742,108.696568",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
Shaanxi Gas Pipeline Network,Xianyang-Baoji Gas Pipeline,gas_pipeline,,"ShaanXi Provincial Natural Gas Co., Ltd. [100.00%]",China,operating,1999,0.5,,bcm/y,line,nan,nan,"34.634387,108.813656:34.338659,107.203691",https://www.gem.wiki/Shaanxi_Gas_Pipeline_Network,operating
